Expt,Well,Subline,Time_h,Cell.count,Condition,FUCCI.cells,UID
X20120605,E06,DS5,157.1255555,209,Erlotinib,27,DS5_X20120605_E06
X20120605,E06,DS5,158.13,207,Erlotinib,28,DS5_X20120605_E06
X20120605,E06,DS5,159.1344444,229,Erlotinib,27,DS5_X20120605_E06
X20120605,E06,DS5,160.1388889,201,Erlotinib,0,DS5_X20120605_E06
X20120605,E07,DS6,66.72555556,325,Erlotinib,0,DS6_X20120605_E07
X20120605,E07,DS6,67.73,326,Erlotinib,0,DS6_X20120605_E07
X20120605,E07,DS6,68.73444444,329,Erlotinib,0,DS6_X20120605_E07
X20120605,E07,DS6,69.73888889,327,Erlotinib,0,DS6_X20120605_E07
X20120605,E07,DS6,70.74333333,326,Erlotinib,0,DS6_X20120605_E07
X20120605,E07,DS6,71.74777778,326,Erlotinib,0,DS6_X20120605_E07
X20120605,E07,DS6,72.75222222,328,Erlotinib,0,DS6_X20120605_E07
X20120605,E07,DS6,73.75666667,326,Erlotinib,0,DS6_X20120605_E07
X20120605,E07,DS6,74.76111111,329,Erlotinib,0,DS6_X20120605_E07
X20120605,E07,DS6,75.76555556,324,Erlotinib,0,DS6_X20120605_E07
X20120605,E07,DS6,76.77,323,Erlotinib,0,DS6_X20120605_E07
X20120605,E07,DS6,77.77444444,320,Erlotinib,1,DS6_X20120605_E07
X20120605,E07,DS6,78.77888889,328,Erlotinib,1,DS6_X20120605_E07
X20120605,E07,DS6,79.78333333,329,Erlotinib,1,DS6_X20120605_E07
X20120605,E07,DS6,80.78777778,328,Erlotinib,1,DS6_X20120605_E07
X20120605,E07,DS6,81.79222222,328,Erlotinib,3,DS6_X20120605_E07
X20120605,E07,DS6,82.79666667,321,Erlotinib,1,DS6_X20120605_E07
X20120605,E07,DS6,83.80111111,325,Erlotinib,6,DS6_X20120605_E07
X20120605,E07,DS6,84.80555555,328,Erlotinib,6,DS6_X20120605_E07
X20120605,E07,DS6,85.81,319,Erlotinib,7,DS6_X20120605_E07
X20120605,E07,DS6,86.81444444,319,Erlotinib,12,DS6_X20120605_E07
X20120605,E07,DS6,87.81888889,320,Erlotinib,14,DS6_X20120605_E07
X20120605,E07,DS6,88.82333333,323,Erlotinib,15,DS6_X20120605_E07
X20120605,E07,DS6,89.82777778,319,Erlotinib,17,DS6_X20120605_E07
X20120605,E07,DS6,90.83222222,321,Erlotinib,18,DS6_X20120605_E07
X20120605,E07,DS6,91.83666667,320,Erlotinib,19,DS6_X20120605_E07
X20120605,E07,DS6,92.84111111,316,Erlotinib,21,DS6_X20120605_E07
X20120605,E07,DS6,93.84555555,317,Erlotinib,21,DS6_X20120605_E07
X20120605,E07,DS6,94.85,315,Erlotinib,17,DS6_X20120605_E07
X20120605,E07,DS6,95.85444444,316,Erlotinib,20,DS6_X20120605_E07
X20120605,E07,DS6,96.85888889,317,Erlotinib,22,DS6_X20120605_E07
X20120605,E07,DS6,97.86333333,326,Erlotinib,25,DS6_X20120605_E07
X20120605,E07,DS6,98.86777778,325,Erlotinib,25,DS6_X20120605_E07
X20120605,E07,DS6,99.87222222,315,Erlotinib,22,DS6_X20120605_E07
X20120605,E07,DS6,100.8766667,318,Erlotinib,22,DS6_X20120605_E07
X20120605,E07,DS6,101.8811111,300,Erlotinib,22,DS6_X20120605_E07
X20120605,E07,DS6,102.8855556,316,Erlotinib,21,DS6_X20120605_E07
X20120605,E07,DS6,103.89,313,Erlotinib,21,DS6_X20120605_E07
X20120605,E07,DS6,104.8944444,309,Erlotinib,20,DS6_X20120605_E07
X20120605,E07,DS6,105.8988889,311,Erlotinib,17,DS6_X20120605_E07
X20120605,E07,DS6,106.9033333,309,Erlotinib,18,DS6_X20120605_E07
X20120605,E07,DS6,107.9077778,306,Erlotinib,12,DS6_X20120605_E07
X20120605,E07,DS6,108.9122222,318,Erlotinib,14,DS6_X20120605_E07
X20120605,E07,DS6,109.9166667,315,Erlotinib,14,DS6_X20120605_E07
X20120605,E07,DS6,110.9211111,305,Erlotinib,14,DS6_X20120605_E07
X20120605,E07,DS6,111.9255556,311,Erlotinib,12,DS6_X20120605_E07
X20120605,E07,DS6,112.93,310,Erlotinib,12,DS6_X20120605_E07
X20120605,E07,DS6,113.9344444,325,Erlotinib,13,DS6_X20120605_E07
X20120605,E07,DS6,114.9388889,311,Erlotinib,13,DS6_X20120605_E07
X20120605,E07,DS6,115.9433333,315,Erlotinib,13,DS6_X20120605_E07
X20120605,E07,DS6,116.9477778,312,Erlotinib,14,DS6_X20120605_E07
X20120605,E07,DS6,117.9522222,304,Erlotinib,11,DS6_X20120605_E07
X20120605,E07,DS6,118.9566667,316,Erlotinib,12,DS6_X20120605_E07
X20120605,E07,DS6,119.9611111,308,Erlotinib,12,DS6_X20120605_E07
X20120605,E07,DS6,120.9655556,309,Erlotinib,12,DS6_X20120605_E07
X20120605,E07,DS6,121.97,302,Erlotinib,13,DS6_X20120605_E07
X20120605,E07,DS6,122.9744444,312,Erlotinib,10,DS6_X20120605_E07
X20120605,E07,DS6,123.9788889,303,Erlotinib,12,DS6_X20120605_E07
X20120605,E07,DS6,124.9833333,302,Erlotinib,8,DS6_X20120605_E07
X20120605,E07,DS6,125.9877778,302,Erlotinib,8,DS6_X20120605_E07
X20120605,E07,DS6,126.9922222,299,Erlotinib,9,DS6_X20120605_E07
X20120605,E07,DS6,127.9966667,300,Erlotinib,7,DS6_X20120605_E07
X20120605,E07,DS6,129.0011111,302,Erlotinib,8,DS6_X20120605_E07
X20120605,E07,DS6,130.0055556,302,Erlotinib,7,DS6_X20120605_E07
X20120605,E07,DS6,131.01,301,Erlotinib,8,DS6_X20120605_E07
X20120605,E07,DS6,132.0144444,297,Erlotinib,10,DS6_X20120605_E07
X20120605,E07,DS6,133.0188889,295,Erlotinib,7,DS6_X20120605_E07
X20120605,E07,DS6,134.0233333,290,Erlotinib,8,DS6_X20120605_E07
X20120605,E07,DS6,135.0277778,288,Erlotinib,8,DS6_X20120605_E07
X20120605,E07,DS6,136.0322222,287,Erlotinib,9,DS6_X20120605_E07
X20120605,E07,DS6,137.0366667,298,Erlotinib,9,DS6_X20120605_E07
X20120605,E07,DS6,138.0411111,296,Erlotinib,9,DS6_X20120605_E07
X20120605,E07,DS6,139.0455556,286,Erlotinib,9,DS6_X20120605_E07
X20120605,E07,DS6,140.05,291,Erlotinib,7,DS6_X20120605_E07
X20120605,E07,DS6,141.0544444,288,Erlotinib,8,DS6_X20120605_E07
X20120605,E07,DS6,142.0588889,286,Erlotinib,8,DS6_X20120605_E07
X20120605,E07,DS6,143.0633333,284,Erlotinib,7,DS6_X20120605_E07
X20120605,E07,DS6,144.0677778,289,Erlotinib,7,DS6_X20120605_E07
X20120605,E07,DS6,145.0722222,284,Erlotinib,9,DS6_X20120605_E07
X20120605,E07,DS6,146.0766667,294,Erlotinib,10,DS6_X20120605_E07
X20120605,E07,DS6,147.0811111,290,Erlotinib,11,DS6_X20120605_E07
X20120605,E07,DS6,148.0855556,281,Erlotinib,11,DS6_X20120605_E07
X20120605,E07,DS6,149.09,279,Erlotinib,11,DS6_X20120605_E07
X20120605,E07,DS6,150.0944444,291,Erlotinib,12,DS6_X20120605_E07
X20120605,E07,DS6,151.0988889,278,Erlotinib,9,DS6_X20120605_E07
X20120605,E07,DS6,152.1033333,282,Erlotinib,9,DS6_X20120605_E07
X20120605,E07,DS6,153.1077778,283,Erlotinib,10,DS6_X20120605_E07
X20120605,E07,DS6,154.1122222,290,Erlotinib,12,DS6_X20120605_E07
X20120605,E07,DS6,155.1166667,290,Erlotinib,8,DS6_X20120605_E07
X20120605,E07,DS6,156.1211111,286,Erlotinib,8,DS6_X20120605_E07
X20120605,E07,DS6,157.1255555,278,Erlotinib,8,DS6_X20120605_E07
X20120605,E07,DS6,158.13,287,Erlotinib,9,DS6_X20120605_E07
X20120605,E07,DS6,159.1344444,280,Erlotinib,9,DS6_X20120605_E07
X20120605,E07,DS6,160.1388889,283,Erlotinib,0,DS6_X20120605_E07
X20120605,E08,DS7,66.72555556,222,Erlotinib,3,DS7_X20120605_E08
X20120605,E08,DS7,67.73,221,Erlotinib,2,DS7_X20120605_E08
X20120605,E08,DS7,68.73444444,217,Erlotinib,2,DS7_X20120605_E08
X20120605,E08,DS7,69.73888889,222,Erlotinib,2,DS7_X20120605_E08
X20120605,E08,DS7,70.74333333,222,Erlotinib,2,DS7_X20120605_E08
X20120605,E08,DS7,71.74777778,219,Erlotinib,2,DS7_X20120605_E08
X20120605,E08,DS7,72.75222222,217,Erlotinib,1,DS7_X20120605_E08
X20120605,E08,DS7,73.75666667,218,Erlotinib,1,DS7_X20120605_E08
X20120605,E08,DS7,74.76111111,218,Erlotinib,3,DS7_X20120605_E08
X20120605,E08,DS7,75.76555556,212,Erlotinib,3,DS7_X20120605_E08
X20120605,E08,DS7,76.77,213,Erlotinib,2,DS7_X20120605_E08
X20120605,E08,DS7,77.77444444,215,Erlotinib,3,DS7_X20120605_E08
X20120605,E08,DS7,78.77888889,216,Erlotinib,4,DS7_X20120605_E08
X20120605,E08,DS7,79.78333333,217,Erlotinib,6,DS7_X20120605_E08
X20120605,E08,DS7,80.78777778,215,Erlotinib,7,DS7_X20120605_E08
X20120605,E08,DS7,81.79222222,212,Erlotinib,9,DS7_X20120605_E08
X20120605,E08,DS7,82.79666667,216,Erlotinib,9,DS7_X20120605_E08
X20120605,E08,DS7,83.80111111,209,Erlotinib,10,DS7_X20120605_E08
X20120605,E08,DS7,84.80555555,214,Erlotinib,12,DS7_X20120605_E08
X20120605,E08,DS7,85.81,215,Erlotinib,11,DS7_X20120605_E08
X20120605,E08,DS7,86.81444444,207,Erlotinib,14,DS7_X20120605_E08
X20120605,E08,DS7,87.81888889,207,Erlotinib,13,DS7_X20120605_E08
X20120605,E08,DS7,88.82333333,207,Erlotinib,13,DS7_X20120605_E08
X20120605,E08,DS7,89.82777778,202,Erlotinib,11,DS7_X20120605_E08
X20120605,E08,DS7,90.83222222,204,Erlotinib,15,DS7_X20120605_E08
X20120605,E08,DS7,91.83666667,200,Erlotinib,12,DS7_X20120605_E08
X20120605,E08,DS7,92.84111111,201,Erlotinib,14,DS7_X20120605_E08
X20120605,E08,DS7,93.84555555,194,Erlotinib,16,DS7_X20120605_E08
X20120605,E08,DS7,94.85,201,Erlotinib,16,DS7_X20120605_E08
X20120605,E08,DS7,95.85444444,194,Erlotinib,17,DS7_X20120605_E08
X20120605,E08,DS7,96.85888889,203,Erlotinib,18,DS7_X20120605_E08
X20120605,E08,DS7,97.86333333,202,Erlotinib,18,DS7_X20120605_E08
X20120605,E08,DS7,98.86777778,204,Erlotinib,17,DS7_X20120605_E08
X20120605,E08,DS7,99.87222222,201,Erlotinib,20,DS7_X20120605_E08
X20120605,E08,DS7,100.8766667,204,Erlotinib,19,DS7_X20120605_E08
X20120605,E08,DS7,101.8811111,184,Erlotinib,21,DS7_X20120605_E08
X20120605,E08,DS7,102.8855556,202,Erlotinib,19,DS7_X20120605_E08
X20120605,E08,DS7,103.89,202,Erlotinib,21,DS7_X20120605_E08
X20120605,E08,DS7,104.8944444,206,Erlotinib,19,DS7_X20120605_E08
X20120605,E08,DS7,105.8988889,209,Erlotinib,20,DS7_X20120605_E08
X20120605,E08,DS7,106.9033333,212,Erlotinib,21,DS7_X20120605_E08
X20120605,E08,DS7,107.9077778,218,Erlotinib,21,DS7_X20120605_E08
X20120605,E08,DS7,108.9122222,213,Erlotinib,19,DS7_X20120605_E08
X20120605,E08,DS7,109.9166667,212,Erlotinib,19,DS7_X20120605_E08
X20120605,E08,DS7,110.9211111,212,Erlotinib,18,DS7_X20120605_E08
X20120605,E08,DS7,111.9255556,209,Erlotinib,22,DS7_X20120605_E08
X20120605,E08,DS7,112.93,218,Erlotinib,21,DS7_X20120605_E08
X20120605,E08,DS7,113.9344444,213,Erlotinib,17,DS7_X20120605_E08
X20120605,E08,DS7,114.9388889,211,Erlotinib,18,DS7_X20120605_E08
X20120605,E08,DS7,115.9433333,215,Erlotinib,18,DS7_X20120605_E08
X20120605,E08,DS7,116.9477778,222,Erlotinib,24,DS7_X20120605_E08
X20120605,E08,DS7,117.9522222,211,Erlotinib,24,DS7_X20120605_E08
X20120605,E08,DS7,118.9566667,225,Erlotinib,25,DS7_X20120605_E08
X20120605,E08,DS7,119.9611111,215,Erlotinib,28,DS7_X20120605_E08
X20120605,E08,DS7,120.9655556,222,Erlotinib,29,DS7_X20120605_E08
X20120605,E08,DS7,121.97,221,Erlotinib,27,DS7_X20120605_E08
X20120605,E08,DS7,122.9744444,215,Erlotinib,28,DS7_X20120605_E08
X20120605,E08,DS7,123.9788889,221,Erlotinib,31,DS7_X20120605_E08
X20120605,E08,DS7,124.9833333,214,Erlotinib,29,DS7_X20120605_E08
X20120605,E08,DS7,125.9877778,218,Erlotinib,27,DS7_X20120605_E08
X20120605,E08,DS7,126.9922222,221,Erlotinib,26,DS7_X20120605_E08
X20120605,E08,DS7,127.9966667,225,Erlotinib,23,DS7_X20120605_E08
X20120605,E08,DS7,129.0011111,224,Erlotinib,21,DS7_X20120605_E08
X20120605,E08,DS7,130.0055556,229,Erlotinib,19,DS7_X20120605_E08
X20120605,E08,DS7,131.01,231,Erlotinib,21,DS7_X20120605_E08
X20120605,E08,DS7,132.0144444,242,Erlotinib,20,DS7_X20120605_E08
X20120605,E08,DS7,133.0188889,245,Erlotinib,20,DS7_X20120605_E08
X20120605,E08,DS7,134.0233333,234,Erlotinib,20,DS7_X20120605_E08
X20120605,E08,DS7,135.0277778,232,Erlotinib,17,DS7_X20120605_E08
X20120605,E08,DS7,136.0322222,228,Erlotinib,12,DS7_X20120605_E08
X20120605,E08,DS7,137.0366667,233,Erlotinib,16,DS7_X20120605_E08
X20120605,E08,DS7,138.0411111,246,Erlotinib,16,DS7_X20120605_E08
X20120605,E08,DS7,139.0455556,230,Erlotinib,16,DS7_X20120605_E08
X20120605,E08,DS7,140.05,246,Erlotinib,15,DS7_X20120605_E08
X20120605,E08,DS7,141.0544444,242,Erlotinib,16,DS7_X20120605_E08
X20120605,E08,DS7,142.0588889,243,Erlotinib,13,DS7_X20120605_E08
X20120605,E08,DS7,143.0633333,235,Erlotinib,14,DS7_X20120605_E08
X20120605,E08,DS7,144.0677778,246,Erlotinib,13,DS7_X20120605_E08
X20120605,E08,DS7,145.0722222,236,Erlotinib,16,DS7_X20120605_E08
X20120605,E08,DS7,146.0766667,256,Erlotinib,15,DS7_X20120605_E08
X20120605,E08,DS7,147.0811111,255,Erlotinib,18,DS7_X20120605_E08
X20120605,E08,DS7,148.0855556,255,Erlotinib,17,DS7_X20120605_E08
X20120605,E08,DS7,149.09,248,Erlotinib,18,DS7_X20120605_E08
X20120605,E08,DS7,150.0944444,257,Erlotinib,19,DS7_X20120605_E08
X20120605,E08,DS7,151.0988889,253,Erlotinib,21,DS7_X20120605_E08
X20120605,E08,DS7,152.1033333,262,Erlotinib,18,DS7_X20120605_E08
X20120605,E08,DS7,153.1077778,258,Erlotinib,17,DS7_X20120605_E08
X20120605,E08,DS7,154.1122222,268,Erlotinib,18,DS7_X20120605_E08
X20120605,E08,DS7,155.1166667,269,Erlotinib,23,DS7_X20120605_E08
X20120605,E08,DS7,156.1211111,264,Erlotinib,19,DS7_X20120605_E08
X20120605,E08,DS7,157.1255555,245,Erlotinib,19,DS7_X20120605_E08
X20120605,E08,DS7,158.13,267,Erlotinib,21,DS7_X20120605_E08
X20120605,E08,DS7,159.1344444,263,Erlotinib,22,DS7_X20120605_E08
X20120605,E08,DS7,160.1388889,270,Erlotinib,0,DS7_X20120605_E08
X20120605,F02,DS1,66.72555556,349,Erlotinib,0,DS1_X20120605_F02
X20120605,F02,DS1,67.73,358,Erlotinib,0,DS1_X20120605_F02
X20120605,F02,DS1,68.73444444,353,Erlotinib,0,DS1_X20120605_F02
X20120605,F02,DS1,69.73888889,353,Erlotinib,0,DS1_X20120605_F02
X20120605,F02,DS1,70.74333333,351,Erlotinib,0,DS1_X20120605_F02
X20120605,F02,DS1,71.74777778,350,Erlotinib,1,DS1_X20120605_F02
X20120605,F02,DS1,72.75222222,347,Erlotinib,1,DS1_X20120605_F02
X20120605,F02,DS1,73.75666667,344,Erlotinib,2,DS1_X20120605_F02
X20120605,F02,DS1,74.76111111,345,Erlotinib,2,DS1_X20120605_F02
X20120605,F02,DS1,75.76555556,348,Erlotinib,2,DS1_X20120605_F02
X20120605,F02,DS1,76.77,340,Erlotinib,2,DS1_X20120605_F02
X20120605,F02,DS1,77.77444444,340,Erlotinib,3,DS1_X20120605_F02
X20120605,F02,DS1,78.77888889,342,Erlotinib,3,DS1_X20120605_F02
X20120605,F02,DS1,79.78333333,342,Erlotinib,2,DS1_X20120605_F02
X20120605,F02,DS1,80.78777778,342,Erlotinib,2,DS1_X20120605_F02
X20120605,F02,DS1,81.79222222,339,Erlotinib,3,DS1_X20120605_F02
X20120605,F02,DS1,82.79666667,342,Erlotinib,4,DS1_X20120605_F02
X20120605,F02,DS1,83.80111111,334,Erlotinib,5,DS1_X20120605_F02
X20120605,F02,DS1,84.80555555,326,Erlotinib,5,DS1_X20120605_F02
X20120605,F02,DS1,85.81,334,Erlotinib,5,DS1_X20120605_F02
X20120605,F02,DS1,86.81444444,318,Erlotinib,5,DS1_X20120605_F02
X20120605,F02,DS1,87.81888889,320,Erlotinib,4,DS1_X20120605_F02
X20120605,F02,DS1,88.82333333,314,Erlotinib,4,DS1_X20120605_F02
X20120605,F02,DS1,89.82777778,313,Erlotinib,6,DS1_X20120605_F02
X20120605,F02,DS1,90.83222222,301,Erlotinib,6,DS1_X20120605_F02
X20120605,F02,DS1,91.83666667,300,Erlotinib,6,DS1_X20120605_F02
X20120605,F02,DS1,92.84111111,296,Erlotinib,7,DS1_X20120605_F02
X20120605,F02,DS1,93.84555555,298,Erlotinib,9,DS1_X20120605_F02
X20120605,F02,DS1,94.85,294,Erlotinib,8,DS1_X20120605_F02
X20120605,F02,DS1,95.85444444,282,Erlotinib,13,DS1_X20120605_F02
X20120605,F02,DS1,96.85888889,273,Erlotinib,10,DS1_X20120605_F02
X20120605,F02,DS1,97.86333333,264,Erlotinib,10,DS1_X20120605_F02
X20120605,F02,DS1,98.86777778,283,Erlotinib,11,DS1_X20120605_F02
X20120605,F02,DS1,99.87222222,290,Erlotinib,11,DS1_X20120605_F02
X20120605,F02,DS1,100.8766667,263,Erlotinib,12,DS1_X20120605_F02
X20120605,F02,DS1,101.8811111,266,Erlotinib,13,DS1_X20120605_F02
X20120605,F02,DS1,102.8855556,255,Erlotinib,14,DS1_X20120605_F02
X20120605,F02,DS1,103.89,256,Erlotinib,16,DS1_X20120605_F02
X20120605,F02,DS1,104.8944444,249,Erlotinib,17,DS1_X20120605_F02
X20120605,F02,DS1,105.8988889,247,Erlotinib,18,DS1_X20120605_F02
X20120605,F02,DS1,106.9033333,247,Erlotinib,18,DS1_X20120605_F02
X20120605,F02,DS1,107.9077778,250,Erlotinib,19,DS1_X20120605_F02
X20120605,F02,DS1,108.9122222,245,Erlotinib,18,DS1_X20120605_F02
X20120605,F02,DS1,109.9166667,237,Erlotinib,19,DS1_X20120605_F02
X20120605,F02,DS1,110.9211111,243,Erlotinib,20,DS1_X20120605_F02
X20120605,F02,DS1,111.9255556,231,Erlotinib,23,DS1_X20120605_F02
X20120605,F02,DS1,112.93,234,Erlotinib,21,DS1_X20120605_F02
X20120605,F02,DS1,113.9344444,240,Erlotinib,24,DS1_X20120605_F02
X20120605,F02,DS1,114.9388889,233,Erlotinib,26,DS1_X20120605_F02
X20120605,F02,DS1,115.9433333,227,Erlotinib,28,DS1_X20120605_F02
X20120605,F02,DS1,116.9477778,225,Erlotinib,30,DS1_X20120605_F02
X20120605,F02,DS1,117.9522222,213,Erlotinib,32,DS1_X20120605_F02
X20120605,F02,DS1,118.9566667,236,Erlotinib,32,DS1_X20120605_F02
X20120605,F02,DS1,119.9611111,212,Erlotinib,31,DS1_X20120605_F02
X20120605,F02,DS1,120.9655556,218,Erlotinib,30,DS1_X20120605_F02
X20120605,F02,DS1,121.97,227,Erlotinib,28,DS1_X20120605_F02
X20120605,F02,DS1,122.9744444,228,Erlotinib,27,DS1_X20120605_F02
X20120605,F02,DS1,123.9788889,229,Erlotinib,28,DS1_X20120605_F02
X20120605,F02,DS1,124.9833333,228,Erlotinib,28,DS1_X20120605_F02
X20120605,F02,DS1,125.9877778,222,Erlotinib,26,DS1_X20120605_F02
X20120605,F02,DS1,126.9922222,222,Erlotinib,23,DS1_X20120605_F02
X20120605,F02,DS1,127.9966667,203,Erlotinib,21,DS1_X20120605_F02
X20120605,F02,DS1,129.0011111,213,Erlotinib,18,DS1_X20120605_F02
X20120605,F02,DS1,130.0055556,212,Erlotinib,15,DS1_X20120605_F02
X20120605,F02,DS1,131.01,221,Erlotinib,17,DS1_X20120605_F02
X20120605,F02,DS1,132.0144444,223,Erlotinib,16,DS1_X20120605_F02
X20120605,F02,DS1,133.0188889,217,Erlotinib,15,DS1_X20120605_F02
X20120605,F02,DS1,134.0233333,215,Erlotinib,15,DS1_X20120605_F02
X20120605,F02,DS1,135.0277778,223,Erlotinib,14,DS1_X20120605_F02
X20120605,F02,DS1,136.0322222,213,Erlotinib,13,DS1_X20120605_F02
X20120605,F02,DS1,137.0366667,221,Erlotinib,15,DS1_X20120605_F02
X20120605,F02,DS1,138.0411111,214,Erlotinib,14,DS1_X20120605_F02
X20120605,F02,DS1,139.0455556,218,Erlotinib,16,DS1_X20120605_F02
X20120605,F02,DS1,140.05,212,Erlotinib,17,DS1_X20120605_F02
X20120605,F02,DS1,141.0544444,214,Erlotinib,18,DS1_X20120605_F02
X20120605,F02,DS1,142.0588889,208,Erlotinib,17,DS1_X20120605_F02
X20120605,F02,DS1,143.0633333,197,Erlotinib,17,DS1_X20120605_F02
X20120605,F02,DS1,144.0677778,210,Erlotinib,15,DS1_X20120605_F02
X20120605,F02,DS1,145.0722222,216,Erlotinib,15,DS1_X20120605_F02
X20120605,F02,DS1,146.0766667,228,Erlotinib,17,DS1_X20120605_F02
X20120605,F02,DS1,147.0811111,233,Erlotinib,17,DS1_X20120605_F02
X20120605,F02,DS1,148.0855556,229,Erlotinib,18,DS1_X20120605_F02
X20120605,F02,DS1,149.09,221,Erlotinib,18,DS1_X20120605_F02
X20120605,F02,DS1,150.0944444,226,Erlotinib,15,DS1_X20120605_F02
X20120605,F02,DS1,151.0988889,217,Erlotinib,16,DS1_X20120605_F02
X20120605,F02,DS1,152.1033333,221,Erlotinib,15,DS1_X20120605_F02
X20120605,F02,DS1,153.1077778,223,Erlotinib,15,DS1_X20120605_F02
X20120605,F02,DS1,154.1122222,221,Erlotinib,15,DS1_X20120605_F02
X20120605,F02,DS1,155.1166667,208,Erlotinib,14,DS1_X20120605_F02
X20120605,F02,DS1,156.1211111,215,Erlotinib,14,DS1_X20120605_F02
X20120605,F02,DS1,157.1255555,213,Erlotinib,12,DS1_X20120605_F02
X20120605,F02,DS1,158.13,222,Erlotinib,12,DS1_X20120605_F02
X20120605,F02,DS1,159.1344444,219,Erlotinib,12,DS1_X20120605_F02
X20120605,F02,DS1,160.1388889,217,Erlotinib,0,DS1_X20120605_F02
X20120605,F03,DS2,66.72555556,538,Erlotinib,7,DS2_X20120605_F03
X20120605,F03,DS2,67.73,542,Erlotinib,6,DS2_X20120605_F03
X20120605,F03,DS2,68.73444444,542,Erlotinib,6,DS2_X20120605_F03
X20120605,F03,DS2,69.73888889,547,Erlotinib,6,DS2_X20120605_F03
X20120605,F03,DS2,70.74333333,544,Erlotinib,6,DS2_X20120605_F03
X20120605,F03,DS2,71.74777778,549,Erlotinib,5,DS2_X20120605_F03
X20120605,F03,DS2,72.75222222,547,Erlotinib,5,DS2_X20120605_F03
X20120605,F03,DS2,73.75666667,547,Erlotinib,3,DS2_X20120605_F03
X20120605,F03,DS2,74.76111111,545,Erlotinib,3,DS2_X20120605_F03
X20120605,F03,DS2,75.76555556,548,Erlotinib,2,DS2_X20120605_F03
X20120605,F03,DS2,76.77,540,Erlotinib,1,DS2_X20120605_F03
X20120605,F03,DS2,77.77444444,543,Erlotinib,0,DS2_X20120605_F03
X20120605,F03,DS2,78.77888889,549,Erlotinib,0,DS2_X20120605_F03
X20120605,F03,DS2,79.78333333,551,Erlotinib,0,DS2_X20120605_F03
X20120605,F03,DS2,80.78777778,550,Erlotinib,0,DS2_X20120605_F03
X20120605,F03,DS2,81.79222222,550,Erlotinib,0,DS2_X20120605_F03
X20120605,F03,DS2,82.79666667,546,Erlotinib,0,DS2_X20120605_F03
X20120605,F03,DS2,83.80111111,551,Erlotinib,1,DS2_X20120605_F03
X20120605,F03,DS2,84.80555555,548,Erlotinib,1,DS2_X20120605_F03
X20120605,F03,DS2,85.81,550,Erlotinib,2,DS2_X20120605_F03
X20120605,F03,DS2,86.81444444,544,Erlotinib,2,DS2_X20120605_F03
X20120605,F03,DS2,87.81888889,541,Erlotinib,3,DS2_X20120605_F03
X20120605,F03,DS2,88.82333333,541,Erlotinib,3,DS2_X20120605_F03
X20120605,F03,DS2,89.82777778,535,Erlotinib,4,DS2_X20120605_F03
X20120605,F03,DS2,90.83222222,535,Erlotinib,5,DS2_X20120605_F03
X20120605,F03,DS2,91.83666667,532,Erlotinib,4,DS2_X20120605_F03
X20120605,F03,DS2,92.84111111,531,Erlotinib,5,DS2_X20120605_F03
X20120605,F03,DS2,93.84555555,531,Erlotinib,5,DS2_X20120605_F03
X20120605,F03,DS2,94.85,521,Erlotinib,6,DS2_X20120605_F03
X20120605,F03,DS2,95.85444444,525,Erlotinib,5,DS2_X20120605_F03
X20120605,F03,DS2,96.85888889,524,Erlotinib,5,DS2_X20120605_F03
X20120605,F03,DS2,97.86333333,527,Erlotinib,5,DS2_X20120605_F03
X20120605,F03,DS2,98.86777778,528,Erlotinib,5,DS2_X20120605_F03
X20120605,F03,DS2,99.87222222,514,Erlotinib,5,DS2_X20120605_F03
X20120605,F03,DS2,100.8766667,512,Erlotinib,4,DS2_X20120605_F03
X20120605,F03,DS2,101.8811111,510,Erlotinib,4,DS2_X20120605_F03
X20120605,F03,DS2,102.8855556,517,Erlotinib,4,DS2_X20120605_F03
X20120605,F03,DS2,103.89,514,Erlotinib,4,DS2_X20120605_F03
X20120605,F03,DS2,104.8944444,516,Erlotinib,4,DS2_X20120605_F03
X20120605,F03,DS2,105.8988889,511,Erlotinib,4,DS2_X20120605_F03
X20120605,F03,DS2,106.9033333,503,Erlotinib,4,DS2_X20120605_F03
X20120605,F03,DS2,107.9077778,499,Erlotinib,5,DS2_X20120605_F03
X20120605,F03,DS2,108.9122222,495,Erlotinib,5,DS2_X20120605_F03
X20120605,F03,DS2,109.9166667,488,Erlotinib,4,DS2_X20120605_F03
X20120605,F03,DS2,110.9211111,494,Erlotinib,4,DS2_X20120605_F03
X20120605,F03,DS2,111.9255556,487,Erlotinib,5,DS2_X20120605_F03
X20120605,F03,DS2,112.93,488,Erlotinib,5,DS2_X20120605_F03
X20120605,F03,DS2,113.9344444,484,Erlotinib,4,DS2_X20120605_F03
X20120605,F03,DS2,114.9388889,487,Erlotinib,5,DS2_X20120605_F03
X20120605,F03,DS2,115.9433333,477,Erlotinib,6,DS2_X20120605_F03
X20120605,F03,DS2,116.9477778,471,Erlotinib,6,DS2_X20120605_F03
X20120605,F03,DS2,117.9522222,459,Erlotinib,6,DS2_X20120605_F03
X20120605,F03,DS2,118.9566667,459,Erlotinib,9,DS2_X20120605_F03
X20120605,F03,DS2,119.9611111,453,Erlotinib,9,DS2_X20120605_F03
X20120605,F03,DS2,120.9655556,459,Erlotinib,9,DS2_X20120605_F03
X20120605,F03,DS2,121.97,461,Erlotinib,8,DS2_X20120605_F03
